policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
220205758,CAN,Annual,Mid-Century Long-Term Strategy,Mid-Century Long-Term Strategy Canada (2016),Country,,Canada,,,"Policy support, Strategic planning, Target, GHG reduction target, Political & non-binding GHG reduction target",General,"In its LTS, Canada sets out a target to reach 80% GHG emissions reduction by 2050 compared to 2005 levels. This Strategy identifies key objectives and building blocks that could underlie its transition to a lowGHG economy. These building blocks frame the foundation of Canada’s long term climate change mitigation strategy:
• Electrification. The electrification of end use applications that are currently using fossil fuels.
• Concurrent trends towards decarbonisation of the electricity generating sector are needed.
• The significant increase in electricity demand resulting from electrification policies (e.g., doubling or more by 2050), and electricity exports, should be satisfied through low-carbon sources.
• Canada, and North America’s, electricity future will be shaped by interprovincial and intercontinental cooperation.
• Energy efficiency and demand side management are key to achieving deep GHG reductions.
• Some sectors such as heavy industries, marine transportation, some heavy freight transportation, and aviation could move to lower or low-carbon fuels such as second generation biofuels or hydrogen.
• Abatement of non-carbon dioxide greenhouse gases, such as methane and hydrofluorocarbons, is a priority.
• Behavioural changes will also contribute to a low-GHG economy.
• Focus on cities.
• Canada’s forests and lands will continue to play an important role in sequestering substantial amounts of carbon dioxide from the atmosphere.
• The private sector has an important role to play in this respect including spurring investment and innovation towards low GHG alternatives. Carbon pricing will be an important element to achieving this objective.
• Collaboration with provinces and territories, Indigenous peoples, municipalities, business and other stakeholders.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,Superseded,2016.0,2016.0,2050.0,,Mitigation,https://unfccc.int/sites/default/files/resource/Canada's%20Mid-Century%20Long-Term%20Low-GHG%20Strategy.pdf,01/01/2022,,,,,
211000548,CAN,Annual,Commercial Building Incentive Program (Extension),Commercial Building Incentive Program (Extension) Canada (2003),Country,,Canada,,,Fiscal or financial incentives,Buildings,,Energy efficiency,,Superseded,2003.0,,,Unknown,Mitigation,https://www.iea.org/policies/646-commercial-building-incentive-program-extension,,,,,,
230206072,CAN,Annual,Methane Strategy,Methane Strategy Canada (2022),Country,,Canada,,,"Policy support, Strategic planning",General,"With the measures outlined in the Strategy, Canada will reduce domestic methane emissions by more than 35 percent by 2030, compared to 2020 levels. This will exceed the Global Methane Pledge target of 30 percent that Canada signed on to last year.
The Methane Strategy outlines how Canada will:
implement measures across sectors of the economy, including oil and gas, to reduce the largest sources of methane emissions;
strengthen the clean technology sector and provide tools to industry to achieve cost-effective methane emission reductions while creating good-paying jobs;
advance scientific knowledge and technical capacity to improve methane detection, measurement, and reporting;
meet international climate targets under the Paris Agreement and Global Methane Pledge; and
solidify its global leadership and provide funding, tools, and best practices for other countries to achieve emissions reductions.",Energy service demand reduction and resource efficiency,,In force,2022.0,2022.0,2030.0,,Mitigation,https://www.canada.ca/en/environment-climate-change/news/2022/09/canada-releases-faster-and-further-canadas-methane-strategy2.html,06/01/2023,,,,,
211000238,CAN,Annual,BOMA BESt (Building Environmental Standards),BOMA BESt (Building Environmental Standards) Canada (2012),Country,,Canada,,,"Performance label, Auditing","Buildings, Heating and cooling, Hot water and cooking, Appliances",,Energy efficiency,,In force,2012.0,,,Unknown,Mitigation,https://www.boma.bc.ca/media/14854/BOMA-BESt-V2-Application-Guide-FULL1.pdf,,,,,,
211002319,CAN,Annual,Program to Help Municipalities Save Energy,Program to Help Municipalities Save Energy Canada (1999),Country,,Canada,,,Funds to sub-national governments,General,,Energy efficiency,,Ended,1999.0,,2002.0,Unknown,Mitigation,https://prod.iea.org/policies/1878-program-to-help-municipalities?language=zh&page=2&type=Funds%20to%20sub-national%20governments,,,,,,
211001076,CAN,Annual,Ethanol Expansion Program,Ethanol Expansion Program Canada (2003),Country,,Canada,,,Fiscal or financial incentives,Transport,,Renewables,,Superseded,2003.0,,,Unknown,Mitigation,https://www.canada.ca/en/news/archive/2004/02/government-canada-announces-successful-proposals-ethanol-expansion-program.html,,,,,,
211002354,CAN,Annual,Prototype Heat and Power Plant,Prototype Heat and Power Plant Canada (2000),Country,,Canada,,,Research & Development and Deployment (RD&D),Electricity and heat,,Other low-carbon technologies and fuel switch,,In force,2000.0,,,Unknown,Mitigation,https://www.osti.gov/biblio/4827830,,,,,,
211001781,CAN,Annual,Manitoba Electric Vehicle Road Map,Manitoba Electric Vehicle Road Map Canada (2011),Subnational region,,Canada,Manitoba,,Strategic planning,"Transport, Low-emissions mobility",,Other low-carbon technologies and fuel switch,,In force,2011.0,,,Unknown,"Mitigation, Energy security",https://www.gov.mb.ca/sd/environment_and_biodiversity/energy/pubs/elec_vehicle_road_map.pdf,,,,,,
211000372,CAN,Annual,Action Plan to Reduce Greenhouse Gas Emissions from Aviation,Action Plan to Reduce Greenhouse Gas Emissions from Aviation Canada (2012),Country,,Canada,,,Voluntary approaches,"Transport, Air",The Action Plan sets an aspirational goal to improve fuel efficiency from a 2005 baseline by an average annual rate of at least 2% per year until 2020.,"Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2012.0,,,Unknown,Mitigation,http://unfccc.int/files/national_reports/annex_i_natcom/submitted_natcom/application/pdf/nc6_can_resubmission_english.pdf,,,,,,
211002261,CAN,Annual,Pesticide Risk Reduction Program,Pesticide Risk Reduction Program Canada (2003),Country,,Canada,,,Strategic planning,Agriculture and forestry,"""The Pesticide Risk Reduction Program (PRRP) – a joint initiative of Agriculture and Agri-food Canada's (AAFC) Pest Management Centre (PMC) and Health Canada's Pest Management Regulatory Agency (PMRA) – works to reduce the risks to human health and the environment from pesticides used in the agriculture and agri-food industry. The Program creates a framework through which stakeholders, including growers, grower organizations, pest management experts and others, develop and implement Pesticide Risk Reduction Strategies. Strategies aim to provide reduced-risk tools to growers, including Biopesticides, and to encourage the adoption of alternative pest management approaches, practices and technologies.""","Energy service demand reduction and resource efficiency, Non-energy use",,In force,2003.0,,,Unknown,Food security,http://www.agr.gc.ca/eng/?id=1288277891464,,,,,,
211000745,CAN,Annual,EcoAgriculture Biofuels Capital Initiative,EcoAgriculture Biofuels Capital Initiative Canada (2007),Country,,Canada,,,"Loans, Product standards","Transport, Agriculture and forestry",,Renewables,,Ended,2007.0,,2011.0,Unknown,Mitigation,http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1195672401464&lang=eng,,,,,,
211105496,CAN,Annual,Hydrogen Strategy,Hydrogen Strategy Canada (2020),Country,,Canada,,,"Policy support, Strategic planning, Target","Industry, Transport","The Strategy aims to reduce GHG emissions to 45 million metric tonnes a year in 2030 and would create up to 350 000 new jobs by 2050, building a $50 billion domestic hydrogen market.",Other low-carbon technologies and fuel switch,,In force,2020.0,,,High,Mitigation,https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/environment/hydrogen/NRCan_Hydrogen-Strategy-Canada-na-en-v3.pdf,01/10/2021,,,,,
211002195,CAN,Annual,"Ontario Electricity Pricing, Conservation and Supply Act","Ontario Electricity Pricing, Conservation and Supply Act Canada (2002)",Subnational region,,Canada,,,"Fiscal or financial incentives, Policy support, Regulatory Instruments",Electricity and heat,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2002.0,,,Unknown,Mitigation,http://www.ene.gov.on.ca/en/index.php,,,,,,
211002888,CAN,Annual,The New Building Plan and Fund,The New Building Plan and Fund Canada (2014),Country,,Canada,,,"Direct investment, Infrastructure investments, Policy support, Strategic planning",General,,"Energy service demand reduction and resource efficiency, Non-energy use",,In force,2014.0,,,Unknown,"Adaptation, Economic development",http://www.infrastructure.gc.ca/plan/nbcf-nfcc-eng.html,,,,,,
211002944,CAN,Annual,Turning the Corner: An Action Plan to Reduce Greenhouse Gases and Air Pollution,Turning the Corner: An Action Plan to Reduce Greenhouse Gases and Air Pollution Canada (2007),Country,,Canada,,,"Regulatory Instruments, Strategic planning, Political & non-binding climate strategy","General, Buildings, Appliances, Transport, Light-duty vehicles",,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Superseded,2007.0,,2012.0,Unknown,"Mitigation, Energy access",https://www.iea.org/policies/33-turning-the-corner-an-action-plan-to-reduce-greenhouse-gases-and-air-pollution,,,,,,
211002519,CAN,Annual,Renewable Energy Technologies (RET) Group,Renewable Energy Technologies (RET) Group Canada (2006),Country,,Canada,,,"Advice or aid in implementation, Research programme, Technology development","Industry, Electricity and heat, Renewables",,Renewables,,In force,2006.0,,,Unknown,Mitigation,https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/www/pdf/publications/emmc/renewable_energy_e.pdf,,,,,,
211001987,CAN,Annual,National Harmonization Initiative for the Trucking Industry,National Harmonization Initiative for the Trucking Industry Canada (2007),Country,,Canada,,,"Regulatory Instruments, Strategic planning",Transport,,Energy efficiency,,Ended,2007.0,,,Unknown,Mitigation,https://www.canada.ca/en/news/archive/2007/02/canada-new-government-delivers-environmental-goods-gta-freight-transportation.html,,,,,,
211000558,CAN,Annual,Community Feed-in-Tariff (COMFIT) of Nova Scotia,Community Feed-in-Tariff (COMFIT) of Nova Scotia Canada (2011),Country,,Canada,,,"Fiscal or financial incentives, Feed-in tariffs or premiums",Electricity and heat,"The COMFIT programme paid for small-scale community-owned renewable energy projects a pre-determined per-kWh FIT rate paid to producers using renewable energy technology (wind projects smaller or greater than 50 kW, biomass, small-scale in-stream tidal below 500 kW, and run-of-the-river hydro). FIT rates were set by the Nova Scotia Utility and Review Board (UARB). Nova Scotia Power Inc. recovers costs incurred from the programme through rate-based adjustments.",Renewables,,In force,2011.0,,,Unknown,Mitigation,https://energy.novascotia.ca/sites/default/files/files/COMFIT%20Guide.pdf,,,,,,
211002200,CAN,Annual,Ontario Tax Rebate for Alternative Fuel Vehicles,Ontario Tax Rebate for Alternative Fuel Vehicles Canada (2002),Subnational region,,Canada,,,Fiscal or financial incentives,Transport,,Renewables,,In force,2002.0,,,Unknown,Mitigation,http://www.gov.on.ca/FIN/bud02e/paperc.htm,,,,,,
230206074,CAN,Annual,Greenhouse Gas Offset Credit System Regulations: SOR/2022-111,Greenhouse Gas Offset Credit System Regulations: SOR/2022-111 Canada (2022),Country,,Canada,,,"Market-based instruments, GHG emission reduction crediting and offsetting mechanism",General,Canada’s Greenhouse Gas (GHG) Offset Credit System enables project proponents to generate federal offset credits if they register and implement projects that reduce GHGs using a published federal GHG offset protocol. Offset credits can be sold and used for compliance by facilities covered in the federal Output Based Pricing System or sold and used by others who are looking to meet voluntary climate targets or commitments.,Energy service demand reduction and resource efficiency,,In force,2022.0,,,,Mitigation,https://gazette.gc.ca/rp-pr/p2/2022/2022-06-08/html/sor-dors111-eng.html,06/01/2023,,,,,
211000603,CAN,Annual,Credit for Early Action Programme,Credit for Early Action Programme Canada (2008),Country,,Canada,,,"Other mandatory requirements, Obligation schemes, GHG emission reduction crediting and offsetting mechanism",Industry,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,Ended,2008.0,,,Unknown,Mitigation,http://www.ec.gc.ca/cmap-cea/default.asp?lang=En&n=BBC5D47B-1,,,,,,
211000077,CAN,Annual,Accelerated Capital Cost Allowance,Accelerated Capital Cost Allowance Canada (1994),Country,,Canada,,,"Fiscal or financial incentives, Tax relief",General,"Before 2007, the federal Income Tax Act provides an accelerated capital cost allowance (30% capital cost allowance rate computed on a declining balance basis) for certain types of renewable energy equipment.
The accelerated Capital Cost Allowance (CCA), under Class 43.1 and 43.2 of Schedule II to the Income Tax Regulations, allows investors an accelerated write-off of certain equipments used to produce energy in a more efficient way or to produce energy from alternative renewable sources.
A 50% accelerated CCA is provided under Class 43.2 for eligible equipment that generated either (1) heat for use in an industrial process or (2) electricity by using a renewable energy source (e.g. wind, solar, small hydro), waste fuel (e.g. landfill gas, manure, wood waste) or making efficient use of fossil fuels (e.g. high efficiency cogeneration systems). IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Ended,1994.0,,2013.0,Unknown,Mitigation,https://www.iea.org/policies/928-income-tax-act-accelerated-capital-cost-allowance?country=Canada&page=8&qs=germany,,,,,,
211000748,CAN,Annual,EcoENERGY Efficiency for Vehicles,EcoENERGY Efficiency for Vehicles Canada (2007),Country,,Canada,,,"Advice or aid in implementation, Professional training and qualification","Transport, Light-duty vehicles","Natural Resources Canada’s ecoENERGY Efficiency for Vehicles program aims to reduce energy use and emissions from transportation in Canada. The program offers:
Fuel efficient driver training : Auto$mart targets novice light-duty vehicle drivers; SmartDriver targets drivers in the commercial and institutional fleet sector; and Commercial and institutional fleets will have access to practical advice, tools, and strategies offered through FleetSmart;
Provides energy information to vehicle consumers:
this includes the production of the Fuel Consumption Guide, the introduction of updated energy efficiency labels for light-duty on-road vehicles;
and a new consumer awareness initiative that recognizes fuel efficient tires for light-duty vehicles.
Encourages freight companies to make their operations as energy efficient as possible. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,Superseded,2007.0,,2011.0,Unknown,"Mitigation, Energy security",https://prod.iea.org/policies/1409-ecoenergy-efficiency-for-vehicles?page=127,,,,,,
